City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Praia,CV,14.9215,-23.5087,79.34,83,75,9.22,broken clouds
347,Lashio,MM,22.9333,97.75,67.12,99,89,0.56,overcast clouds
348,Hinton,CA,53.4001,-117.5857,79.05,30,62,2.64,broken clouds
349,Itanagar,IN,27.1,93.6167,74.88,91,83,2.33,light rain
350,Namie,JP,37.4833,141.0,75.06,82,93,1.32,overcast clouds
351,Newport,GB,51.5877,-2.9984,66.74,87,92,14.54,overcast clouds
352,Makakilo City,US,21.3469,-158.0858,79.59,60,2,15.41,clear sky
353,Marsh Harbour,BS,26.5412,-77.0636,83.37,71,0,12.33,clear sky
354,Norrtalje,SE,59.758,18.705,62.83,72,100,4.34,overcast clouds
355,Komsomolets,KZ,53.7453,62.0708,66.24,68,63,5.14,broken clouds
356,Praia Da Vitoria,PT,38.7333,-27.0667,75.45,88,20,3.71,few clouds
357,Port-De-Bouc,FR,43.4,4.9833,80.82,65,0,5.75,clear sky
358,Hobyo,SO,5.3505,48.5268,75.7,85,29,27.83,scattered clouds
359,Johnstown,US,40.3267,-78.922,78.78,43,15,7.63,moderate rain
360,Faya,SA,18.3851,42.4509,63.12,65,100,7.43,moderate rain
361,Gibsons,CA,49.3997,-123.5027,76.32,68,32,4.68,scattered clouds
362,Zaozhuang,CN,34.8647,117.5542,71.24,92,0,3.51,clear sky
363,Baculin,PH,7.4525,126.5842,78.04,85,100,4.43,light rain
364,Egvekinot,RU,66.3167,-179.1667,40.78,70,100,6.8,overcast clouds
365,Almaznyy,RU,48.0448,40.045,59.68,83,41,7.43,scattered clouds
366,Shahrud,IR,36.4182,54.9763,70.52,62,0,10.85,clear sky
367,Joutseno,FI,61.118,28.5076,62.78,95,53,6.13,broken clouds
368,Uglegorsk,RU,49.0833,142.0333,60.71,98,100,3.91,moderate rain
369,Baykit,RU,61.67,96.37,59.07,98,100,3.94,light rain
370,Pau,FR,43.4167,-0.5833,68.65,83,0,2.3,clear sky
371,Codrington,AU,-38.2667,141.9667,46.47,94,5,7.05,clear sky
372,Utena,LT,55.5,25.6,61.59,87,78,3.56,broken clouds
373,Durban,ZA,-29.8579,31.0292,67.12,84,93,10.0,overcast clouds
374,Shenjiamen,CN,29.9576,122.298,76.89,93,37,6.64,scattered clouds
375,Ndele,CF,8.4109,20.6473,68.56,97,60,1.79,broken clouds
376,Bootle,GB,53.4667,-3.0167,66.29,80,100,8.99,overcast clouds
377,Edgecumbe,NZ,-37.9833,176.8333,51.8,86,100,4.83,overcast clouds
378,Presidente Medici,BR,-11.1753,-61.9014,85.77,28,43,3.31,scattered clouds
379,Neyshabur,IR,36.2133,58.7958,80.58,42,0,3.13,clear sky
380,Kieta,PG,-6.2167,155.6333,82.22,76,3,5.03,clear sky
381,Bilibino,RU,68.0546,166.4372,55.26,46,98,1.3,overcast clouds
382,Namatanai,PG,-3.6667,152.4333,81.88,71,8,4.72,clear sky
383,Dubna,RU,56.7333,37.1667,62.11,78,0,4.38,clear sky
384,Seddon,AU,-37.8068,144.8916,55.33,91,0,13.8,clear sky
385,Escanaba,US,45.7453,-87.0646,83.52,65,0,8.05,clear sky
386,General Pico,AR,-35.6566,-63.7568,65.64,48,48,6.51,scattered clouds
387,Quirinopolis,BR,-18.4483,-50.4517,74.93,30,4,3.42,clear sky
388,Creel,MX,27.75,-107.6333,70.68,51,86,6.26,overcast clouds
389,Caxito,AO,-8.5785,13.6643,67.51,94,45,0.98,scattered clouds
390,Stephenville Crossing,CA,48.5,-58.4318,68.13,83,0,6.91,clear sky
391,Traverse City,US,44.7631,-85.6206,83.98,48,81,3.36,broken clouds
392,Ilulissat,GL,69.2167,-51.1,38.95,98,100,2.8,overcast clouds
393,San Andres,CO,12.5847,-81.7006,87.82,70,40,12.66,scattered clouds
394,Udachnyy,RU,66.4167,112.4,62.46,77,55,12.24,broken clouds
395,Tocopilla,CL,-22.092,-70.1979,62.56,73,17,6.85,few clouds
396,Wonthaggi,AU,-38.6044,145.5913,46.81,92,80,5.73,broken clouds
397,Grand-Santi,GF,4.25,-54.3833,74.32,97,96,3.22,overcast clouds
398,Grindavik,IS,63.8424,-22.4338,49.95,93,100,12.66,overcast clouds
399,Dzerzhinsk,RU,56.2389,43.4631,64.22,100,0,0.0,clear sky
400,Maarianhamina,AX,60.0973,19.9348,57.06,77,0,4.61,clear sky
401,Myingyan,MM,21.4667,95.3833,80.08,75,97,9.31,overcast clouds
402,Kumbo,CM,6.2,10.6667,57.74,97,100,1.52,overcast clouds
403,Gornyy,RU,55.1153,83.9059,53.19,94,100,5.61,moderate rain
404,Todos Santos,MX,23.45,-110.2167,80.44,80,80,5.93,broken clouds
405,Nepa Nagar,IN,21.4667,76.4,75.09,92,100,6.71,overcast clouds
406,Shurugwi,ZW,-19.6702,30.0059,52.84,56,43,2.57,scattered clouds
407,Faro,PT,37.0194,-7.9322,83.17,65,0,6.91,clear sky
408,Isangel,VU,-19.55,169.2667,78.91,78,20,6.91,few clouds
409,Honiara,SB,-9.4333,159.95,82.36,73,25,2.75,scattered clouds
410,Dubasari,MD,47.2631,29.1608,69.84,43,0,6.02,clear sky
411,Skelleftea,SE,64.7507,20.9528,59.0,95,75,4.61,broken clouds
412,Dumai,ID,1.6833,101.45,73.47,97,98,1.61,overcast clouds
413,Noyabrsk,RU,63.1994,75.4507,50.9,97,100,13.04,overcast clouds
414,Pavino,RU,59.1139,46.1414,63.16,83,8,4.88,clear sky
415,Jardim,BR,-21.4803,-56.1381,78.35,34,100,3.24,overcast clouds
416,Turan,VN,16.0678,108.2208,76.98,88,20,2.3,few clouds
417,Tazmalt,DZ,36.3868,4.3989,81.39,34,0,3.83,clear sky
418,Nadapuram,IN,11.7,75.6667,74.77,92,53,2.59,broken clouds
419,Cedar City,US,37.6775,-113.0619,88.77,19,0,12.66,clear sky
420,Ust-Nera,RU,64.5667,143.2,66.24,76,97,7.85,overcast clouds
421,Black Forest,US,39.0131,-104.7008,81.18,35,40,27.63,light rain
422,Umea,SE,63.8284,20.2597,54.91,93,0,3.44,clear sky
423,Ambilobe,MG,-13.2,49.05,63.32,85,9,3.33,clear sky
424,Cayenne,GF,4.9333,-52.3333,84.24,1,20,8.05,few clouds
425,Camocim,BR,-2.9022,-40.8411,80.46,73,57,13.82,broken clouds
426,Havre-Saint-Pierre,CA,50.2334,-63.5986,66.42,80,6,5.79,clear sky
427,Crestview,US,30.7621,-86.5705,91.54,49,45,9.01,scattered clouds
428,Siniscola,IT,40.5719,9.6922,81.95,53,0,4.36,clear sky
429,Mildura,AU,-34.2,142.15,51.53,81,0,8.16,clear sky
430,San Vicente,AR,-26.6167,-54.1333,64.54,72,96,2.93,overcast clouds
431,Garoua Boulai,CM,5.8833,14.55,63.68,96,75,1.66,broken clouds
432,Lata,PT,40.1629,-8.3327,61.16,78,0,1.92,clear sky
433,Salina Cruz,MX,16.1667,-95.2,88.97,59,100,9.71,overcast clouds
434,Ketchikan,US,55.3422,-131.6461,59.97,85,100,4.56,overcast clouds
435,Pisticci,IT,40.3906,16.5568,77.7,40,0,3.83,clear sky
436,Yar-Sale,RU,66.8333,70.8333,49.89,80,86,18.99,light rain
437,Te Anau,NZ,-45.4167,167.7167,39.79,92,62,1.1,broken clouds
438,Rio Gallegos,AR,-51.6226,-69.2181,32.05,86,0,11.5,clear sky
439,Tiarei,PF,-17.5333,-149.3333,84.22,78,14,16.02,few clouds
440,Saldanha,ZA,-33.0117,17.9442,50.05,68,0,21.77,clear sky
441,Plettenberg Bay,ZA,-34.0527,23.3716,52.84,78,79,10.56,light rain
442,Mogadishu,SO,2.0371,45.3438,75.96,82,75,19.44,light rain
443,Tumpat,MY,6.1978,102.171,75.76,92,77,4.0,broken clouds
444,Verkhniy Lomov,RU,53.4678,43.5511,61.29,87,42,4.32,scattered clouds
445,Paita,PE,-5.0892,-81.1144,67.05,79,6,16.26,clear sky
446,Katherine,AU,-14.4667,132.2667,46.72,66,27,4.61,scattered clouds
447,El Retorno,CO,2.3302,-72.6276,76.19,96,83,2.21,light rain
448,Zanjan,IR,36.6736,48.4787,60.76,77,25,7.92,scattered clouds
449,Ylivieska,FI,64.0833,24.55,62.31,90,20,4.7,few clouds
450,Port-Gentil,GA,-0.7193,8.7815,73.36,83,100,6.91,overcast clouds
451,Frederico Westphalen,BR,-27.3592,-53.3944,69.44,86,93,2.17,overcast clouds
452,Lorengau,PG,-2.0226,147.2712,82.85,77,17,7.78,few clouds
453,Mount Isa,AU,-20.7333,139.5,44.37,76,0,0.0,clear sky
454,Tonekabon,IR,36.8163,50.8738,76.95,65,0,3.15,clear sky
455,Rutul,RU,41.5357,47.4239,54.0,76,0,4.16,clear sky
456,Nago,JP,26.5881,127.9761,84.63,87,32,4.97,scattered clouds
457,Cabo San Lucas,MX,22.8909,-109.9124,82.51,81,100,4.61,overcast clouds
458,Hazorasp,UZ,41.3194,61.0742,78.64,43,1,13.73,clear sky
459,Gondanglegi,ID,-7.7479,112.0132,72.5,86,84,13.06,broken clouds
460,Muana,BR,-1.5283,-49.2167,81.28,70,98,5.01,overcast clouds
461,Higueron,MX,18.5833,-99.1667,85.37,37,62,4.52,broken clouds
462,Quelimane,MZ,-17.8786,36.8883,65.35,80,0,1.81,clear sky
463,Grand-Lahou,CI,5.1367,-5.0242,75.61,77,83,8.99,broken clouds
464,Kenai,US,60.5544,-151.2583,62.02,63,100,6.91,overcast clouds
465,Mattru,SL,7.6244,-11.8332,73.8,88,97,2.98,overcast clouds
466,Maiduguri,NG,11.8464,13.1603,77.58,72,56,7.14,light rain
467,Magdagachi,RU,53.45,125.8,67.48,68,4,1.32,clear sky
468,Dassel,DE,51.8032,9.6884,62.42,72,62,2.26,broken clouds
469,Port Macquarie,AU,-31.4333,152.9167,48.88,81,90,7.49,overcast clouds
470,Laguna,US,38.421,-121.4238,99.32,28,0,6.91,clear sky
471,Nouadhibou,MR,20.931,-17.0347,75.18,88,20,4.61,thunderstorm
472,Marathon,US,44.9,-89.7668,82.18,83,75,4.61,light rain
473,Maceio,BR,-9.6658,-35.7353,78.24,83,40,3.44,scattered clouds
474,Hirara,JP,24.8,125.2833,84.56,78,79,10.67,broken clouds
475,Huangmei,CN,30.1924,116.025,76.05,93,81,0.78,broken clouds
476,Kavaratti,IN,10.5669,72.642,80.98,76,59,17.11,broken clouds
477,Mount Gambier,AU,-37.8333,140.7667,49.91,100,100,13.8,overcast clouds
478,Loukhi,RU,66.0764,33.0381,55.99,84,66,5.19,broken clouds
479,Kutum,SD,14.2,24.6667,82.96,34,54,4.09,broken clouds
480,Alofi,NU,-19.0595,-169.9187,73.29,78,88,12.66,overcast clouds
481,Nakatunguru,TZ,-2.1167,33.0667,73.18,63,18,6.85,few clouds
482,La Orilla,MX,17.9833,-102.2333,86.0,68,94,11.03,overcast clouds
483,Atambua,ID,-9.1061,124.8925,63.77,80,94,5.48,overcast clouds
484,Sukhumi,GE,43.0033,41.0153,62.91,83,1,6.58,clear sky
485,Uruacu,BR,-14.5247,-49.1408,76.84,31,0,2.68,clear sky
486,Balkanabat,TM,39.5108,54.3671,83.43,42,0,8.1,clear sky
487,Gunnedah,AU,-30.9833,150.25,47.05,82,63,4.23,broken clouds
488,Syamzha,RU,60.0158,41.0614,61.66,85,38,5.5,scattered clouds
489,Boende,CD,-0.2167,20.8667,72.48,86,35,2.1,scattered clouds
490,Namibe,AO,-15.1961,12.1522,63.54,89,45,1.39,scattered clouds
491,Chabahar,IR,25.2919,60.643,83.44,80,75,15.32,broken clouds
492,Krasnoselkup,RU,65.7,82.4667,56.62,92,43,3.62,scattered clouds
493,Savinka,RU,50.0785,47.0994,66.56,71,49,7.87,scattered clouds
494,San Patricio,US,28.017,-97.5169,93.15,47,23,18.3,few clouds
495,Toora-Khem,RU,52.4675,96.11,44.17,96,12,1.07,few clouds
496,Imbituba,BR,-28.24,-48.6703,64.09,98,26,4.0,scattered clouds
497,Stornoway,GB,58.2093,-6.3865,58.96,95,100,11.5,overcast clouds
498,Itoman,JP,26.1247,127.6694,84.58,89,40,6.91,scattered clouds
499,Valparaiso,CL,-33.0393,-71.6273,55.63,93,75,6.91,mist
500,Ninotsminda,GE,41.2646,43.5916,44.55,93,67,3.33,broken clouds
501,Santa Ana,US,33.7456,-117.8678,100.42,58,20,11.5,few clouds
502,Det Udom,TH,14.906,105.0784,78.62,89,90,3.18,overcast clouds
503,Koumac,NC,-20.5667,164.2833,75.0,76,87,6.04,overcast clouds
504,Taonan,CN,45.3333,122.7833,66.63,94,100,2.08,moderate rain
505,Andenes,NO,69.3143,16.1194,51.39,70,100,6.71,overcast clouds
506,Cranbrook,CA,49.4999,-115.7688,76.84,33,75,2.3,broken clouds
507,Matagami,CA,49.7502,-77.6328,71.71,68,100,9.22,light rain
508,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,80.67,28,2,3.58,clear sky
509,Borisoglebsk,RU,51.3671,42.0849,59.47,91,85,6.82,overcast clouds
510,Skibbereen,IE,51.55,-9.2667,62.11,91,95,17.36,overcast clouds
511,Tallahassee,US,30.4383,-84.2807,86.81,58,92,6.22,overcast clouds
512,Tuy Hoa,VN,13.0833,109.3,75.31,90,63,3.49,broken clouds
513,Whitecourt,CA,54.1502,-115.6855,74.44,56,75,8.05,thunderstorm
514,Billings,US,45.7833,-108.5007,88.66,27,20,8.05,few clouds
515,Mpophomeni,ZA,-29.5682,30.1862,47.77,91,64,1.1,broken clouds
516,Flin Flon,CA,54.7682,-101.865,62.44,63,75,10.36,broken clouds
517,Husavik,IS,66.0449,-17.3389,48.02,87,100,2.84,overcast clouds
518,Fuerte Olimpo,PY,-21.0415,-57.8738,82.65,29,100,5.59,overcast clouds
519,Bhag,PK,29.0415,67.8239,84.94,73,98,6.93,overcast clouds
520,Bodden Town,KY,19.2833,-81.25,87.01,70,40,5.01,scattered clouds
521,Mackay,AU,-21.15,149.2,62.69,86,15,8.16,few clouds
522,Saiha,IN,22.4833,92.9667,71.19,98,100,1.43,light rain
523,Yeniseysk,RU,58.4497,92.1703,53.69,97,100,2.57,overcast clouds
524,Kurchum,KZ,48.5722,83.6542,61.97,54,1,3.83,clear sky
525,Turayf,SA,31.6725,38.6637,79.34,35,0,9.42,clear sky
526,Caravelas,BR,-17.7125,-39.2481,70.65,76,0,6.64,clear sky
527,Dungarvan,IE,52.0881,-7.6253,63.55,100,100,8.99,overcast clouds
528,Lanigan,CA,51.8501,-105.0344,62.49,58,94,9.64,overcast clouds
529,Palaikastron,GR,35.2,26.25,76.86,61,0,19.37,clear sky
530,Ahipara,NZ,-35.1667,173.1667,55.99,89,100,17.74,light rain
531,Hanyang,CN,32.1371,105.5126,64.4,92,1,2.8,clear sky
532,Punta Cardon,VE,11.6581,-70.215,82.08,69,5,26.75,clear sky
533,Mocuba,MZ,-16.8392,36.9856,62.2,90,6,2.33,clear sky
534,Houston,US,29.7633,-95.3633,99.32,53,20,16.11,few clouds
535,Wasilla,US,61.5814,-149.4394,64.53,51,100,17.27,overcast clouds
536,Susanino,RU,58.1461,41.5872,62.71,80,0,4.36,clear sky
537,Malanje,AO,-9.5402,16.341,71.19,31,49,1.97,scattered clouds
538,Waipawa,NZ,-41.4122,175.5153,45.95,80,100,5.19,overcast clouds
539,Eureka,US,40.8021,-124.1637,68.36,74,35,5.99,scattered clouds
540,Banff,CA,51.1762,-115.5698,78.03,25,67,6.91,broken clouds
541,Rocha,UY,-34.4833,-54.3333,62.37,93,97,5.41,overcast clouds
542,Ippy,CF,6.2679,21.2247,66.78,98,86,2.17,overcast clouds
543,Sambava,MG,-14.2667,50.1667,67.46,83,57,9.98,light rain
544,Staritsa,RU,56.5075,34.9354,61.77,85,0,6.38,clear sky
545,Kailua,US,21.4022,-157.7394,84.18,65,75,9.22,broken clouds
546,Hailey,US,43.5196,-114.3153,90.88,17,0,17.0,clear sky
547,Skjervoy,NO,70.0311,20.9714,50.0,83,100,13.85,overcast clouds
548,Pathein,MM,16.7833,94.7333,77.79,89,100,1.01,overcast clouds
549,Yunyang,CN,33.4474,112.7142,71.15,77,0,4.12,clear sky
550,Keffi,NG,8.8486,7.8736,69.64,92,100,2.26,overcast clouds
551,Gilgit,PK,35.9221,74.3087,84.02,55,95,1.74,overcast clouds
552,Twentynine Palms,US,34.1356,-116.0542,101.14,22,81,1.99,broken clouds
553,Ialibu,PG,-6.2821,143.9935,58.44,94,70,1.03,broken clouds
554,Byron Bay,AU,-28.65,153.6167,56.95,84,81,13.06,broken clouds
555,Falakata,IN,26.5208,89.2055,77.79,95,100,5.06,overcast clouds
556,Ranong,TH,9.9658,98.6348,77.27,88,100,1.12,overcast clouds
557,Taunggyi,MM,20.7833,97.0333,63.09,97,100,1.92,overcast clouds
558,Vestmannaeyjar,IS,63.4427,-20.2734,54.27,86,100,6.58,overcast clouds
559,Siavonga,ZM,-16.5382,28.7088,67.46,54,76,3.29,broken clouds
560,Chirilagua,SV,13.2203,-88.1386,91.09,51,67,4.63,broken clouds
561,Leningradskiy,RU,69.3833,178.4167,34.83,93,100,7.49,overcast clouds
562,Zilupe,LV,56.3862,28.1217,59.77,95,18,4.94,few clouds
563,Dolzhanskaya,RU,46.6311,37.8039,72.45,63,54,12.82,broken clouds
564,Puerto Leguizamo,CO,-0.1934,-74.7819,75.54,83,97,1.43,overcast clouds
565,Richards Bay,ZA,-28.783,32.0377,68.99,79,53,13.47,broken clouds
566,Pagsangahan,PH,13.2158,122.5431,82.11,78,100,5.86,overcast clouds
567,Mahajanga,MG,-15.7167,46.3167,69.82,68,20,3.44,few clouds
568,Soyo,AO,-6.1349,12.3689,70.07,90,42,4.5,scattered clouds
569,Otradnoye,RU,59.7775,30.8181,65.97,98,51,3.69,broken clouds
570,Bunbury,AU,-33.3333,115.6333,49.62,73,55,12.21,broken clouds
571,Lucea,JM,18.451,-78.1736,84.06,79,100,6.33,overcast clouds
572,Taltal,CL,-25.4,-70.4833,58.82,80,28,5.68,scattered clouds
573,Srednekolymsk,RU,67.45,153.6833,62.26,36,1,13.33,clear sky
574,Urucui,BR,-7.2294,-44.5561,82.71,34,61,5.68,broken clouds
575,Nanticoke,US,41.2054,-76.0049,95.79,43,28,1.01,scattered clouds
576,Yenangyaung,MM,20.4667,94.8833,76.95,86,99,6.96,overcast clouds
577,Zabaykalsk,RU,49.6333,117.3167,62.51,91,100,4.52,overcast clouds
578,Ortona,IT,42.3496,14.4039,81.7,51,13,4.03,few clouds
579,Jinchang,CN,38.4953,102.1739,73.56,27,39,8.72,scattered clouds
580,Ladario,BR,-19.0047,-57.6017,81.68,33,100,3.27,overcast clouds
581,Niltepec,MX,16.5667,-94.6167,86.34,65,100,7.2,overcast clouds
582,Touros,BR,-5.1989,-35.4608,76.69,83,51,16.06,broken clouds
583,Akdepe,TM,42.0551,59.3788,83.34,39,0,14.27,clear sky
584,Ostersund,SE,63.1792,14.6357,50.07,70,85,1.5,overcast clouds
585,Senador Jose Porfirio,BR,-2.5908,-51.9542,80.38,66,84,3.65,broken clouds
586,Sembe,CG,1.6481,14.5806,70.39,97,46,1.45,light rain
587,Sabha,LY,27.0377,14.4283,84.02,24,0,9.04,clear sky
588,Beipiao,CN,41.7919,120.7792,65.44,89,0,1.86,clear sky
589,Bacalar,MX,18.6667,-88.3833,75.31,100,100,0.0,overcast clouds
590,Cefalu,IT,38.0386,14.0229,83.53,72,0,1.99,clear sky
591,Puerto Escondido,MX,15.85,-97.0667,84.74,71,100,5.14,overcast clouds
592,Natal,BR,-5.795,-35.2094,80.82,78,75,16.11,broken clouds
593,Norwich,GB,52.6278,1.2983,71.78,64,0,6.91,clear sky
594,Solnechnyy,RU,50.7214,136.6319,66.2,73,16,2.51,few clouds
595,Rapid Valley,US,44.0625,-103.1463,90.3,19,47,16.75,scattered clouds
596,Juneau,US,58.3019,-134.4197,52.27,99,100,2.19,overcast clouds
597,Roebourne,AU,-20.7833,117.1333,60.85,50,0,9.62,clear sky
598,Cozumel,MX,20.5083,-86.9458,79.0,82,100,10.13,overcast clouds
599,Karratha,AU,-20.7377,116.8463,60.75,50,0,9.95,clear sky
600,Dunedin,NZ,-45.8742,170.5036,41.74,73,3,4.76,clear sky
601,Alibag,IN,18.6411,72.8792,80.67,85,100,10.02,overcast clouds
602,Matara,LK,5.9485,80.5353,78.17,86,94,12.88,overcast clouds
603,Wamba,NG,8.9333,8.6,68.97,92,100,1.99,overcast clouds
604,Bom Jesus Da Lapa,BR,-13.255,-43.4181,78.28,29,34,8.7,scattered clouds
605,Carlsbad,US,33.1581,-117.3506,94.08,70,100,9.22,overcast clouds
606,Jinxiang,CN,27.4327,120.6062,80.92,73,8,3.91,clear sky
607,Santa Rosa,PH,14.3122,121.1114,80.58,91,100,2.33,overcast clouds
608,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,78.33,32,97,6.22,overcast clouds
609,Hofn,IS,64.2539,-15.2082,53.22,82,73,2.35,broken clouds
610,Olginskaya,RU,47.1879,39.9492,70.93,59,31,5.3,scattered clouds
611,Waingapu,ID,-9.6567,120.2641,69.48,76,21,8.57,few clouds
612,Ligayan,PH,4.6533,119.4706,83.66,73,40,8.57,scattered clouds
613,Rudnogorsk,RU,57.2639,103.7519,56.71,98,88,2.66,overcast clouds
614,Guasdualito,VE,7.2424,-70.7324,81.05,83,31,4.72,scattered clouds
615,Oranjemund,NA,-28.55,16.4333,53.13,78,0,18.32,clear sky
616,Fergus Falls,US,46.283,-96.0776,82.38,58,40,6.91,scattered clouds
617,Yanliang,CN,34.6592,109.2292,67.19,69,0,3.0,clear sky
618,Luwuk,ID,-0.9516,122.7875,76.24,90,63,4.43,broken clouds
619,Tura,IN,25.5198,90.2201,73.44,99,100,3.47,overcast clouds
620,Yaan,NG,7.3833,8.5667,70.09,98,100,3.6,overcast clouds
621,Makaha,US,21.4694,-158.2175,84.11,54,75,16.11,broken clouds
622,Kjopsvik,NO,68.097,16.3742,51.17,91,47,1.43,scattered clouds
623,Cordele,US,31.9635,-83.7824,94.5,38,35,5.77,scattered clouds
624,Kargopol,RU,61.5071,38.9456,60.78,81,2,5.68,clear sky
625,Labuhan,ID,-6.8844,112.2051,74.71,86,87,8.25,overcast clouds
626,Ayan,RU,56.45,138.1667,62.85,80,99,6.6,overcast clouds
627,Soria,ES,41.6667,-2.6667,70.11,59,0,5.59,clear sky
628,Maniitsoq,GL,65.4167,-52.9,45.97,84,88,6.35,overcast clouds
629,Bagdarin,RU,54.4333,113.6,60.37,98,98,2.64,light rain
630,Kyzyl-Suu,KG,42.3414,78.0056,66.92,39,0,3.15,clear sky
631,Iskateley,RU,67.6803,53.1512,48.56,88,100,8.48,overcast clouds
632,Matay,EG,28.419,30.7792,83.07,37,0,16.44,clear sky
633,Shiraz,IR,29.6036,52.5388,85.44,37,20,9.22,few clouds
634,Sal Rei,CV,16.1833,-22.9167,78.1,88,76,8.99,light rain
635,Humberto De Campos,BR,-2.5983,-43.4611,77.36,83,100,5.5,overcast clouds
636,Olafsvik,IS,64.8945,-23.7142,51.8,84,46,8.99,scattered clouds
637,Andros Town,BS,24.7,-77.7667,84.33,66,73,12.95,broken clouds
638,Libertador General San Martin,AR,-23.8064,-64.7876,71.76,59,24,2.53,few clouds
639,Naryan-Mar,RU,67.6713,53.087,48.7,88,100,8.41,overcast clouds
640,Estaimpuis,BE,50.6905,3.2872,68.11,68,0,5.75,clear sky
641,Taos,US,36.4072,-105.5731,90.0,25,20,11.5,few clouds
642,Kouqian,CN,43.6391,126.4578,65.7,98,100,2.39,overcast clouds
643,Tigil,RU,57.8,158.6667,62.1,49,48,1.99,scattered clouds
644,Aklavik,CA,68.2191,-135.0107,53.6,94,100,4.61,light rain
645,The Pas,CA,53.8251,-101.2541,64.42,68,75,10.36,broken clouds
646,Erenhot,CN,43.6475,111.9767,75.7,31,69,15.93,broken clouds
647,Necochea,AR,-38.5473,-58.7368,54.0,86,92,3.02,light rain
648,Port Keats,AU,-14.25,129.55,59.09,42,39,6.98,scattered clouds
649,Tazovskiy,RU,67.4667,78.7,54.19,96,18,6.49,few clouds
650,Cartagena Del Chaira,CO,1.3349,-74.8429,76.51,87,84,1.43,broken clouds
651,Baruun-Urt,MN,46.6806,113.2792,64.4,48,91,9.31,overcast clouds
652,Kloulklubed,PW,7.0419,134.2556,75.7,79,100,17.38,light rain
653,Caucaia,BR,-3.7361,-38.6531,80.55,73,0,10.36,clear sky
654,Invermere,CA,50.5167,-116.0354,85.42,26,88,3.11,overcast clouds
655,Vallenar,CL,-28.5708,-70.7581,63.39,60,0,4.16,clear sky
656,Karimpur,IN,23.9667,88.6167,78.76,90,100,7.74,overcast clouds
657,Narasannapeta,IN,18.4167,84.05,80.15,85,97,5.26,overcast clouds
658,Yining,CN,29.0361,114.5636,76.01,96,82,1.77,broken clouds
659,Chesterville,US,44.5512,-70.0862,88.56,55,27,6.6,scattered clouds
660,Dharchula,IN,29.85,80.5333,73.44,91,100,1.57,overcast clouds
661,Jining,CN,35.405,116.5814,70.88,90,0,2.95,clear sky
662,Gloversville,US,43.0528,-74.3438,91.11,46,40,6.91,scattered clouds
663,Grand Gaube,MU,-20.0064,57.6608,70.66,75,30,20.67,scattered clouds
664,Celestun,MX,20.8667,-90.4,85.48,71,100,18.63,overcast clouds
665,Hualmay,PE,-11.0964,-77.6139,63.64,79,28,9.06,scattered clouds
666,Awbari,LY,26.5921,12.7805,84.65,21,0,7.92,clear sky
667,Iskilip,TR,40.7353,34.4739,60.17,71,0,5.17,clear sky
668,Vaitape,PF,-16.5167,-151.75,79.56,73,9,13.0,clear sky
669,Viedma,AR,-40.8135,-62.9967,50.72,61,100,6.85,overcast clouds
670,Benguela,AO,-12.5763,13.4055,70.88,84,98,6.06,overcast clouds
671,Meulaboh,ID,4.1363,96.1285,75.33,92,100,4.16,overcast clouds
672,Alta Floresta,BR,-9.8756,-56.0861,82.35,29,4,3.2,clear sky
673,Capinopolis,BR,-18.6819,-49.5697,75.11,28,8,4.99,clear sky
674,Novyy Urengoy,RU,66.0833,76.6333,56.07,98,86,5.28,overcast clouds
